stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4123.18,16.35,0,237.01,0,0,0,0,0,0,4.09,0,143.02,0,0,0,0,40.86,8.17,134.85,216.58,0,0,0,28.6,555.75,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,2496.89,20.33,0,26.74,1.07,6.42,0,0,0,0,0,0,0,0,0,5.35,0,7.49,16.05,1.07,84.51,0,38.51,0,86.65,42.79,0,1.07,242.84,0,0,8.56,1.07,2.14,4.28,0,0,0
21Day,2939.42,1.34,2.68,52.2,2.68,18.74,0,4.02,0,0,2.68,0,0,8.03,0,18.74,9.37,4.02,24.09,6.69,175.35,0,82.99,0,50.86,32.12,1.34,0,194.09,25.43,0,1.34,0,17.4,9.37,0,0,10.71
3Month,22.72,8.32,0,4.48,0,0,0.32,1.6,0,0.96,0,5.44,0,3.2,6.08,0.32,0.96,0,0.32,10.88,60.47,2.88,28.16,1.92,0,0,0,1.6,13.76,0,2.56,0,0,0,2.56,2.24,0.64,4.8
22Month,2.19,1.09,1.09,8.75,0,0,0,0,0.55,0,0.55,3.83,0,8.2,2.73,0.55,0.55,1.09,0.55,14.76,43.19,0,2.73,2.73,0,0,0.55,0,0,0,0.55,0.55,0,0,2.19,0,0,5.47
