stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,8.17,8.17,0,16.35,0,0,0,4.09,212.49,572.1,4.09,0,0,8.17,0,0,4.09,0,0,0,0,0,0
72hpf,40.65,7.49,0,21.4,4.28,35.3,0,0,1.07,0,0,0,0,1.07,0,11.77,62.05,1.07,29.95,0,4.28,2.14,0,4334.79,350.89,3.21,145.49,0,68.47,0,0,159.4,3.21,1.07,6.42,0,0,0
21Day,18.74,0,0,41.49,4.02,44.17,0,0,4.02,0,0,2.68,0,13.39,6.69,9.37,12.05,13.39,64.25,0,0,4.02,0,1362.63,120.47,1.34,54.88,0,28.11,48.19,1.34,69.6,1.34,8.03,8.03,0,0,16.06
3Month,0,0.64,0.64,10.56,0,0,0.32,1.6,2.24,0,0,20.16,1.92,0.32,3.84,1.28,2.24,3.2,41.91,2.56,0.32,0.64,0.32,2.56,1.6,5.76,5.12,0,0.64,1.28,27.52,1.6,0,0,1.6,0.96,4.8,31.04
22Month,0,1.09,1.64,5.47,0,0,1.09,0.55,8.75,2.73,0,73.25,2.73,1.09,19.13,0.55,3.83,2.19,34.99,0,2.73,0.55,0,6.01,0.55,7.65,1.64,0.55,0,0.55,28.43,4.92,0,0,0,0.55,0,32.8
