stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,20.43,0,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,20.43,12.26,20.43,0,0,0,0,4.09,85.81,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,1.07,0,6.42,2.14,2.14,0,0,0,0,0,0,0,0,0,0,0,1.07,17.12,6.42,12.84,0,1.07,0,0,58.84,16.05,0,0,11.77,0,0,2.14,0,1.07,1.07,0,0,0
21Day,4.02,0,0,32.12,0,5.35,0,2.68,0,1.34,1.34,0,0,1.34,1.34,8.03,2.68,6.69,24.09,17.4,25.43,0,0,0,0,22.76,16.06,0,2.68,6.69,2.68,0,4.02,2.68,1.34,5.35,0,0,5.35
3Month,0,1.28,0.64,24.32,0.64,0,0.64,0.32,0,7.04,6.72,0,0,50.87,16.64,0.96,14.08,2.56,16.64,15.04,6.08,0.96,0.32,1.28,1.6,0.96,0.32,0.96,0.96,0.64,0.96,5.76,0,0,0,0.32,1.6,4.8,11.2
22Month,0,4.37,0.55,9.29,0,0,0,0,0.55,1.64,13.67,3.83,0,76.53,8.2,1.64,9.29,0.55,3.28,24.6,3.28,0.55,1.09,2.19,0,1.64,0.55,1.09,1.09,0,0,0.55,0.55,0,0,0,0,0,2.73
