stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.12,0,0,4.09,0,0,0,8.17,4.09,110.33,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,11.77,65.26,1.07,0,0,0,0,0,0,0,0,0,1.07,10.7,1.07,0,0,0,0,1.07,48.14,19.26,1.07,0,4.28,0,0,14.98,1.07,0,0,0,0
21Day,2.68,0,0,10.71,42.83,2.68,0,0,0,0,0,0,0,1.34,0,1.34,8.03,0,0,0,0,0,0,22.76,17.4,0,0,1.34,2.68,0,5.35,0,1.34,0,0,0
3Month,0,1.28,1.6,132.14,8.32,0,0.64,0.32,2.88,3.84,0.32,21.12,4.16,0.96,9.6,21.12,4.16,7.36,4.48,1.28,0.32,1.28,4.8,16.64,0.32,0.96,1.28,0.64,2.56,15.68,0.32,0,1.28,1.28,1038.56,3.84
22Month,0,0.55,0.55,73.8,2.19,0,0.55,0,1.64,2.19,1.09,83.64,0.55,0.55,3.83,4.92,1.64,0.55,6.01,0,2.73,2.73,0,3.28,1.64,0.55,0,0,0,23.51,1.64,0,0,0,7.65,0
