stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,40.86,0,8.17,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,102.16,16.35,61.3,0,0,0,0,20.43,163.46,0,0,0,24.52,0,0,0,0,0,0,0,0
72hpf,7.49,21.4,0,14.98,2.14,6.42,0,0,0,0,0,0,0,0,0,0,0,6.42,104.84,4.28,66.33,0,1.07,5.35,0,19.26,28.88,0,0,0,86.65,0,0,9.63,0,6.42,0,0,0
21Day,16.06,14.72,5.35,24.09,1.34,10.71,0,10.71,0,0,1.34,0,0,9.37,0,2.68,4.02,1.34,16.06,6.69,85.67,0,0,25.43,0,5.35,10.71,0,0,0,50.86,8.03,0,8.03,1.34,4.02,0,0,1.34
3Month,1.28,18.88,3.52,60.47,0.64,0,0.96,0.32,0.96,10.24,6.72,0.32,0,520.88,8.32,2.88,63.35,8,33.27,13.44,61.43,11.2,0.32,3.84,6.72,0.64,0.32,1.28,1.92,0,2.88,7.68,15.68,1.92,0,3.2,8,4.48,8.32
22Month,0.55,16.4,3.28,12.57,0,0,1.64,0.55,0,4.92,8.2,13.67,0,470.67,6.56,4.37,47.56,2.73,4.92,13.67,20.23,1.64,2.19,3.83,1.09,0.55,0,2.73,1.09,0.55,1.64,3.83,10.93,6.01,0,0,1.64,0,3.28
