stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,4.09,0,4.09,0,0,0,0,32.69,187.97,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,22.47,68.47,0,9.63,4.28,22.47,0,0,0,0,0,0,0,0,0,9.63,31.02,5.35,22.47,0,3.21,1.07,2.14,2650.94,182.93,6.42,5.35,33.16,0,0,108.05,2.14,2.14,9.63,0,0,0
21Day,17.4,18.74,1.34,26.77,2.68,17.4,0,0,0,0,0,1.34,0,6.69,8.03,9.37,9.37,0,25.43,0,0,5.35,0,920.91,37.48,1.34,10.71,10.71,24.09,13.39,36.14,8.03,5.35,29.45,0,0,0
3Month,0,63.67,0.64,20.16,0.64,0,1.6,0,2.24,1.92,0.64,16,5.12,0.64,5.12,3.2,3.2,1.6,16.96,4.8,0,6.4,0.96,65.59,5.44,24.96,0,0.32,0.64,56.95,2.88,0.32,0.32,38.71,0.64,11.52,1.92
22Month,0,61.23,1.09,52.48,1.09,0,1.09,0.55,1.64,9.29,2.19,47.56,2.19,0,8.2,0.55,0,6.56,61.77,0.55,1.09,1.64,0,43.19,3.83,27.33,1.64,0,0,114.8,17.49,0,0,12.57,0,0,2.73
