stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,277.88,4.09,0,0,0,4.09,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,3.21,0,2.14,0,2.14,0,0,0,2.14,0,0,2.14,23.54,4.28,0,0,0,0,20.33,14.98,0,0,0,3.21,0,0,10.7,0,2.14,0,0,0
21Day,1.34,0,1.34,12.05,0,4.02,0,1.34,0,8.03,0,4.02,1.34,30.79,1.34,0,5.35,119.13,5.35,0,0,1.34,0,10.71,6.69,0,2.68,0,1.34,2.68,1.34,0,0,0,0,0,57.56
3Month,1.28,1.6,1.92,83.51,0.32,0,2.88,7.04,3.52,144.62,0,15.68,42.87,8,7.68,2.56,9.28,272.92,7.36,1.6,0.32,250.52,9.28,1.92,0.64,0.64,7.04,0,0.32,8.32,36.47,0.64,0.32,0,59.19,19.2,289.23
22Month,0.55,5.47,2.19,45.37,0,0,1.64,7.65,10.93,460.28,3.83,62.87,19.13,15.31,3.83,1.64,2.73,350.41,10.39,0,1.09,141.04,0.55,2.73,0.55,1.64,2.73,1.64,0,2.19,15.85,0.55,0.55,0.55,3.83,0,156.89
