stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,1.07,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77,0,2.14,0,0,0,0,1.07,0,0,0,0,0,0
21Day,4.02,1.34,224.87,133.85,1.34,25.43,0,5.35,0,73.62,1.34,0,10.71,0,5.35,286.45,5.35,18.74,16.06,24.09,0,1.34,5.35,0,56.22,25.43,37.48,0,0,13.39,21.42,1.34,1.34,0,8.03,0,0,5.35
3Month,4.48,16.96,270.68,1016.8,0.96,0,39.03,1.28,0.64,1215.17,67.19,0,276.76,95.02,4.8,8016.33,29.12,77.11,97.58,80.31,19.2,0.64,488.24,40.63,10.88,0.32,196.77,9.6,0,3.84,55.99,55.99,3.84,0.64,0,20.16,64.63,67.83
22Month,3.28,32.25,604.05,610.61,0.55,0,12.03,1.09,0,1244.19,56.85,23.51,531.35,18.04,3.83,14182.41,9.84,22.96,58.49,82,3.83,37.72,693.16,2.19,3.83,0.55,229.05,21.87,4.92,4.92,14.21,24.05,11.48,2.19,0,2.73,0.55,22.41
