stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,0,85.81,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,6.42,0,0,0,0,0,0,0,0,0,0,4.28,6.42,0,13.91,0,0,0,0,90.93,26.74,1.07,0,0,7.49,0,0,0,2.14,1.07,0,0,0,0
21Day,6.69,0,0,13.39,1.34,9.37,0,1.34,0,2.68,0,0,1.34,0,6.69,2.68,0,2.68,1.34,20.08,0,0,4.02,0,78.97,21.42,0,2.68,0,5.35,5.35,0,9.37,4.02,1.34,1.34,0,0,1.34
3Month,0.64,6.4,14.08,95.02,0.64,0,1.92,3.2,0.32,85.11,21.76,0.64,389.38,32.63,5.76,210.53,14.72,26.88,51.83,32.95,9.92,1.28,11.52,34.87,12.48,1.6,11.52,5.76,0,2.56,7.04,0.32,242.52,1.28,0.32,0,10.24,44.15,21.76
22Month,0.55,6.01,6.01,34.99,2.19,0,5.47,2.19,0,33.35,13.12,4.92,725.96,4.37,10.39,79.81,2.19,6.56,38.81,16.95,1.64,8.2,4.92,1.09,8.75,1.64,7.11,4.37,0.55,1.09,3.28,0,135.02,5.47,2.73,0,2.73,0.55,6.56
