stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,4.09,0,0,12.26,306.48,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,9.63,2.14,0,8.56,2.14,4.28,0,0,0,1.07,0,0,0,1.07,0,2.14,9.63,5.35,18.19,1.07,0,380.85,115.54,2.14,0,17.12,0,1.07,12.84,2.14,3.21,4.28,0,0,0
21Day,9.37,4.02,0,18.74,1.34,9.37,0,4.02,0,2.68,0,1.34,0,8.03,5.35,2.68,10.71,12.05,18.74,0,0,100.39,38.82,1.34,2.68,4.02,5.35,0,4.02,13.39,14.72,1.34,1.34,0,4.02
3Month,0,2.24,0,21.12,0,0,0.96,0,1.6,15.04,0,4.8,1.92,0.32,5.12,2.56,4.16,4.8,2.24,0,1.28,1.28,0.32,3.2,0.32,0,0.64,18.24,0,0,0,0.32,0.96,2.56,5.44
22Month,0,1.64,1.09,8.75,0,0,0.55,0.55,1.09,31.71,12.57,30.07,2.73,2.73,10.93,0.55,0.55,15.85,3.83,0.55,1.09,1.64,0,4.37,0,0.55,0,2.19,1.09,0,0,0,0.55,0,2.73
