stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,0,0,0,0,0,4.09,0,0,0,0,8.17,294.22,12.26,0,0,0,0,0,16.35,0,0,0,4.09,0,0,0,0,0,0
72hpf,3.21,1.07,0,88.79,2.14,3.21,0,0,1.07,0,0,0,1.07,0,1.07,311.31,1.07,1.07,0,0,0,25.67,3.21,1.07,2.14,0,2.14,1.07,0,0,0,0,0
21Day,1.34,0,0,287.78,4.02,4.02,0,2.68,0,0,1.34,0,0,0,8.03,46.85,2.68,2.68,2.68,0,0,2.68,2.68,0,0,0,1.34,1.34,0,2.68,0,0,2.68
3Month,0,0,2.56,86.39,0.32,0,0,0,3.52,0,2.88,4.8,0,1.6,1.28,2.56,2.24,1.28,0,0.32,0.32,0.64,0,22.72,0,0,0.32,0.64,6.4,0,0.96,19.84,3.84
22Month,0,0.55,4.92,16.4,0.55,0,0.55,0,6.56,0,7.65,1.64,0,1.09,0.55,0,2.73,0.55,0,0,0,0.55,0,4.92,0,0.55,0,0,2.73,0,0,0,1.64
