stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,1.07,2.14,0,0,0,0,0,0,0,0,1.07,12.84,0,1.07,103.77,23.54,271.73,0,18.19,0,0,4.28,0,0,0,0,0
21Day,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,9.37,0,1.34,0,0,56.22,0,0,0,2.68,0,1.34,1.34,0,0,0
3Month,0,0.96,0.32,3.2,0,0,0.32,1.6,1.92,0,2.56,0.64,0,31.99,0.64,1.28,1.28,0.96,0,0,175.65,0.32,0.32,0.32,13.12,0,0,0,1.6,97.58,1.92
22Month,0,2.19,1.09,3.28,0,0,0,1.09,8.75,0.55,7.11,1.09,0.55,2.73,0.55,0.55,0.55,1.64,0,0,335.1,0,0,0,7.11,0,0,0,0,1.64,3.28
