stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,36.37,18.19,2.14,0,0,0,0,0,0,0,0,0,23.54,17.12,0,2.14,0,0,0,0,31.02,6.42,4.28,0,1.07,0,0,0,0,2.14,0,0,0
21Day,1.34,0,0,137.87,16.06,4.02,0,0,0,0,0,0,0,2.68,0,29.45,16.06,5.35,4.02,0,0,10.71,0,13.39,4.02,6.69,0,0,4.02,0,0,1.34,1.34,0,0,0
3Month,0,1.92,2.88,235.8,5.76,0,1.28,0.32,56.31,4.48,0,25.6,6.72,2.56,29.44,43.19,10.88,20.16,6.72,1.28,0,269.4,1.6,60.47,0.32,19.84,1.28,0.64,3.84,1.6,0.64,0,0,0.96,2.24,10.88
22Month,0.55,8.75,3.83,145.96,4.92,0,1.64,0,29.52,10.39,2.73,68.88,3.83,7.11,51.39,28.97,4.92,22.41,11.48,0,3.28,152.52,0.55,24.6,0,24.05,1.64,1.09,1.09,0,0.55,0.55,0,0.55,0,9.84
