stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,8.17,0,4.09,4.09,0,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,20.43,8.17,0,4.09,0,0,0,0,0
72hpf,2.14,0,5.35,54.56,0,0,0,0,0,0,1.07,0,0,8.56,4.28,0,0,1.07,0,12.84,0,2.14,2.14,0,1.07,0,0,0
21Day,2.68,0,8.03,54.88,0,1.34,0,1.34,6.69,0,2.68,2.68,0,14.72,0,0,0,0,1.34,2.68,0,0,2.68,0,0,0,0,2.68
3Month,0,0.32,2.24,7.68,0,0,0.32,0.64,2.56,1.28,0,0.32,0,1.6,0,0,0.32,0,0.32,0.32,0,0,0,0.32,0,0.64,0.32,0.64
22Month,0,0,1.09,1.09,0,0,0,0.55,10.93,0,0,0,0,0,0,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0.55
