stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,0,0,0,0,12.26,77.64,0,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,2.14,4.28,0,13.91,2.14,6.42,0,0,0,0,0,0,0,2.14,0,1.07,21.4,1.07,38.51,0,0,0,0,460.01,32.09,3.21,0,0,12.84,0,0,5.35,4.28,0,2.14,0,0,0
21Day,6.69,5.35,0,60.23,0,12.05,0,1.34,0,0,0,25.43,1.34,25.43,4.02,1.34,24.09,1.34,18.74,0,0,2.68,0,85.67,8.03,2.68,0,0,5.35,38.82,0,2.68,4.02,1.34,0,0,0,38.82
3Month,0,5.76,1.28,63.67,0,0,1.28,0.64,3.52,2.56,0,341.07,4.8,0.96,29.44,2.24,22.4,2.24,9.92,0.96,0.64,1.6,0.96,0.64,0.32,17.6,0.32,0,0.64,9.6,3.2,0,0,0,0.64,2.56,1.6,32.95
22Month,1.64,4.37,0,19.13,0,0,3.28,0.55,3.28,8.2,6.01,1091.12,2.73,0,19.13,1.09,10.93,7.11,7.11,0,42.09,0.55,0,1.09,0,24.6,2.73,2.19,0.55,3.28,0.55,0.55,1.09,0,0,0,0,20.77
