stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,12.26,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,53.12,24.52,0,0,0,0,16.35,253.36,0,0,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,4.28,2.14,0,8.56,1.07,13.91,0,0,0,0,0,0,0,0,1.07,0,10.7,13.91,8.56,19.26,0,3.21,0,1.07,60.98,75.96,0,2.14,0,14.98,3.21,0,9.63,1.07,3.21,0,0,0
21Day,13.39,1.34,1.34,20.08,0,38.82,0,16.06,0,0,0,0,1.34,1.34,14.72,0,1.34,13.39,17.4,30.79,0,0,6.69,0,30.79,18.74,0,2.68,0,5.35,1.34,1.34,2.68,2.68,1.34,0,0,6.69
3Month,0.64,6.4,2.24,52.15,0.32,0,2.56,0.32,0.32,2.56,18.88,0.96,71.35,15.04,3.2,11.2,3.52,15.36,44.15,20.8,2.88,0.32,6.72,3.52,2.88,0.96,2.56,4.8,0,0.32,4.8,107.82,1.28,0,0.32,5.44,55.03,19.52
22Month,0,3.28,0.55,16.4,0.55,0,1.09,0.55,0,1.09,30.07,9.84,160.17,8.75,3.28,10.39,1.09,3.83,54.67,14.76,0.55,4.92,3.83,1.09,1.09,1.09,1.09,3.83,2.19,0,0,21.32,2.73,0,0,1.64,0,3.83
