stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
72hpf,12.84,8.56,0,14.98,40.65,27.81,1.07,2.14,0,0,2.14,1.07,40.65,36.37,6.42,474.99,2.14,0,265.31,128.37,4.28,0,47.07,1.07,0,27.81,0,1.07,2.14,0
21Day,21.42,4.02,5.35,82.99,2.68,84.33,1.34,5.35,10.71,1.34,14.72,13.39,5.35,30.79,18.74,203.46,1.34,12.05,124.48,52.2,1.34,2.68,24.09,22.76,1.34,8.03,4.02,17.4,4.02,13.39
22Month,0,0,0,1.09,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0
