stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,12.26,0,24.52,0,0,0,0,0,0,4.09,0,0,0,0,4.09,8.17,24.52,73.56,0,0,0,0,20.43,171.63,0,0,8.17,0,0,0,0,0,4.09,0,0,0
72hpf,7.49,9.63,0,16.05,5.35,5.35,0,0,0,0,0,0,0,1.07,0,3.21,39.58,3.21,39.58,0,3.21,2.14,0,141.21,27.81,0,4.28,42.79,1.07,1.07,21.4,0,0,5.35,0,0,0
21Day,20.08,9.37,0,53.54,1.34,13.39,0,9.37,0,2.68,0,6.69,0,21.42,13.39,4.02,16.06,28.11,95.04,1.34,0,16.06,0,91.02,30.79,1.34,5.35,34.8,6.69,0,10.71,1.34,6.69,2.68,0,0,5.35
3Month,0.64,4.16,0,22.08,0.32,0,0.96,0.64,1.92,3.2,0,37.43,1.28,1.28,8.96,2.24,6.08,4.48,12.48,3.2,0,0.96,2.24,1.28,0,1.28,2.56,0.32,0.96,11.52,0.32,0,0,0,1.92,0.64,7.36
22Month,0,1.64,1.64,9.84,0,0,0.55,0,0,1.64,0,39.36,0.55,0.55,2.19,1.09,0,4.37,2.73,0,1.09,0.55,0,0,0,1.09,1.64,0,0.55,3.28,0,0,0,0,0,0,1.09
