stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,1.07,0,5.35,1.07,0,0,0,0,0,1.07,5.35,1.07,0,0,1.07,0,0,0,0,0,0,0
21Day,1.34,0,0,26.77,1.34,1.34,0,0,0,0,0,0,0,8.03,0,2.68,2.68,0,2.68,0,0,0,0,1.34,1.34,1.34,0,0,1.34,1.34,0,0,0,0,21.42
3Month,0.64,1.28,0.32,58.55,1.28,0,0.64,0,0.64,2.56,0,4.16,3.84,0.64,2.88,3.52,7.36,3.2,2.56,0.64,0,2.24,0.64,0.32,0,0.64,0.96,0,0.64,1.92,0.32,0.32,0.64,1.28,84.47
22Month,0.55,0.55,0.55,15.31,1.09,0,0,0.55,3.28,2.19,2.19,6.56,0.55,1.64,0.55,1.09,2.19,3.28,0.55,0,0.55,2.73,0.55,0.55,0,3.28,0.55,0,1.09,0.55,0,1.09,0,0,44.28
