stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.25,0,0,0,0,4.09,339.17,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,1.07,11.77,1.07,0,0,0,0,0,0,0,0,0,0,0,3.21,0,52.42,0,0,1.07,0,11.77,31.02,0,0,71.68,0,0,0,6.42,4.28,0,0,0
21Day,9.37,1.34,0,2.68,6.69,1.34,0,0,0,0,0,0,0,0,0,0,1.34,5.35,2.68,92.36,0,0,5.35,0,9.37,26.77,1.34,0,48.19,1.34,0,1.34,14.72,1.34,0,0,0
3Month,0.96,10.24,0.32,5.12,2.24,0,0,0.32,0.64,0.96,5.76,0.64,4.8,2.88,0.96,1.6,0.96,0.64,8.64,104.62,105.26,0.32,1.92,0.32,1.6,4.48,0.64,0.32,0.32,0,0.32,7.04,2.24,6.4,12.16,3.84,1.6
22Month,0.55,8.75,0.55,4.37,0,0,1.64,0,0,0,4.92,0.55,12.57,1.09,1.09,0.55,0.55,0,1.64,57.4,15.85,0.55,2.19,0,0.55,8.2,0.55,0,0,0,0,8.75,9.84,0.55,1.64,0,2.19
