stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,8.17,24.52,4.09,0,0,0,0,0,8.17,0,0,0,0,4.09,8.17,0,40.86,0,0,0,204.32,1900.18,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,23.54,1.07,0,8.56,7.49,10.7,0,0,0,0,0,0,0,0,0,0,10.7,14.98,1.07,9.63,2.14,1.07,0,694.29,1327.61,0,0,17.12,0,2.14,179.72,0,0,2.14,0,0,0
21Day,6.69,0,6.69,12.05,0,16.06,0,1.34,0,0,0,0,0,0,0,1.34,2.68,0,1.34,8.03,0,0,0,188.73,356.05,0,2.68,0,2.68,5.35,30.79,1.34,8.03,0,0,0,2.68
3Month,0,0,0.32,1.6,0.32,0,0.32,0,0.64,1.92,0,0,5.76,1.92,0,22.08,0,0.32,0.32,2.24,0,0.64,0.64,0.32,5.44,0.32,0.32,0,0.32,67.51,1.6,0,0,0,0.96,27.52,1.28
22Month,0.55,0,1.09,3.83,0,0,0,0,0.55,1.64,0.55,0,28.97,0.55,0.55,14.76,0,0,0.55,2.73,2.19,0,0,0,3.83,0.55,0,0,0,27.88,1.09,0,0,0,0.55,0,0
