stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,1.07,0,0,0,1.07,0,0,0,0,0,0,0
21Day,0,0,0,20.08,0,2.68,0,0,0,0,0,0,0,1.34,1.34,0,20.08,1.34,1.34,0,0,0,0,0,0,0,0,2.68,1.34,0,0,0,0,0,0
3Month,0.32,3.84,1.28,2195.81,0.32,0,2.88,0.64,5.44,8.32,0,93.11,16.96,2.24,24,6.08,163.81,11.84,18.88,2.24,0,4.48,5.44,1.28,0,0.96,1.6,1.6,14.72,14.4,0.64,0.64,5.44,14.08,7.36
22Month,0,0.55,0,28.43,0,0,0.55,0,0.55,0.55,0.55,41,0.55,0.55,5.47,0,1.09,1.64,0.55,0,0.55,0,0,0,0,0,0,0.55,0,6.01,0,0,0,0,0
