stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,8.17,8.17,12.26,0,0,0,0,8.17,73.56,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,6.42,1.07,0,3.21,2.14,12.84,0,0,0,0,0,0,0,0,0,0,0,1.07,19.26,4.28,16.05,0,1.07,0,0,74.89,37.44,1.07,0,0,20.33,0,0,3.21,1.07,2.14,0,0,0
21Day,4.02,2.68,4.02,48.19,4.02,20.08,0,6.69,0,0,1.34,0,0,1.34,1.34,4.02,5.35,0,12.05,5.35,28.11,0,0,4.02,0,21.42,21.42,0,1.34,0,9.37,12.05,0,6.69,5.35,0,0,0,9.37
3Month,0.64,6.08,3.84,112.94,0.64,0,4.8,2.24,0.32,31.67,55.67,0.32,0,173.09,70.39,8.32,67.83,11.2,22.08,52.15,33.27,7.36,0.32,23.68,9.92,4.16,1.6,16,3.2,0,1.92,8,135.02,0.96,0,0.64,13.44,70.07,64.95
22Month,1.09,13.67,10.93,53.57,0,0,1.09,3.83,0,22.41,83.09,33.35,0,429.67,24.6,12.57,98.4,1.64,6.56,72.71,22.96,0.55,10.39,14.21,0,1.64,0.55,15.31,2.19,1.09,0,2.73,45.92,2.19,0,0,3.83,0,32.25
