stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,20.43,0,69.47,0,4.09,0,0,0,0,0,0,0,0,0,0,20.43,40.86,175.72,0,0,0,0,44.95,2173.97,0,0,0,28.6,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,5.35,7.49,2.14,0,0,0,0,0,0,0,0,0,7.49,9.63,0,37.44,0,3.21,0,0,66.33,203.26,0,2.14,0,20.33,1.07,0,1.07,5.35,0,0,0,0
21Day,17.4,1.34,0,14.72,0,42.83,0,40.16,0,0,0,1.34,1.34,48.19,1.34,2.68,5.35,5.35,41.49,0,0,2.68,0,21.42,89.68,0,0,0,6.69,4.02,0,5.35,16.06,5.35,0,0,0
3Month,0,3.2,0.32,16.32,0,0,0.96,0.64,2.56,11.84,0,17.6,13.76,3.2,5.12,0.64,2.56,3.84,9.92,3.2,0,1.28,1.28,0.64,0.64,1.6,1.28,0,0,3.84,0.32,294.35,0.64,0,2.56,209.57,8.64
22Month,0,4.92,0,7.11,0,0,0,1.64,1.09,23.51,3.28,83.09,4.92,4.92,4.92,0,0.55,9.29,3.28,0,4.37,0.55,0,1.09,2.19,0.55,1.09,10.39,0.55,0.55,0,97.85,0.55,0,0.55,0,2.19
