stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,24.52,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,2.14,0,7.49,31.02,2.14,2.14,0,2.14,0,0,1.07,0,0,0,0,1.07,1.07,0,1.07,0,0,0,0
21Day,0,1.34,1.34,20.08,1.34,1.34,0,0,1.34,0,0,0,1.34,2.68,2.68,4.02,1.34,8.03,1.34,0,0,0,1.34,0,0,1.34,1.34,0,0,0,6.69,0,0,0,0,0,1.34
3Month,0.32,0.64,4.8,71.35,0,0,0,0,47.03,2.56,0,0,52.47,20.16,0.32,105.58,10.88,3.84,8.96,3.84,0.32,0,16,0.64,1.28,0,5.12,0.32,0,0.64,2.56,47.99,0.32,0,0.96,5.44,10.24
22Month,0,1.09,11.48,26.79,0,0,0.55,0.55,33.89,8.2,4.37,0,894.33,12.03,2.19,159.08,5.47,4.92,9.29,4.92,0,5.47,16.4,0,0.55,0,6.01,1.09,8.2,0,1.64,28.97,0.55,1.64,0.55,0,7.11
