stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,12.84,4.28,12.84,0,0,0,0,0,0,0,0,0,0,2.14,58.84,2.14,8.56,0,1.07,1.07,0,795.92,179.72,1.07,29.95,29.95,1.07,0,112.33,1.07,0,0,0
21Day,1.34,0,0,33.46,1.34,9.37,0,2.68,0,0,0,1.34,0,0,2.68,2.68,0,37.48,1.34,28.11,0,0,1.34,0,231.57,37.48,1.34,20.08,4.02,9.37,0,60.23,5.35,0,0,0
3Month,0,0.64,1.28,79.35,4.16,0,0.64,0.32,0.32,1.92,2.88,0,258.52,3.84,1.28,12.16,2.56,63.35,2.56,28.8,2.88,0.32,5.76,3.84,29.76,4.48,3.84,4.16,1.92,1.6,35.51,7.68,5.44,1.28,1.6,3.84
22Month,0.55,2.19,0,25.15,1.64,0,0.55,0,0,0.55,7.65,5.47,48.65,1.09,2.19,2.73,0,6.01,3.28,12.57,0,1.64,2.19,0,12.03,1.64,7.65,16.4,0,0,15.31,19.13,4.37,0,0,0.55
