stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,85.81,0,159.37,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,16.35,49.04,85.81,0,0,0,36.78,192.06,0,0,0,28.6,0,0,0,0,0,0,0,0,0
72hpf,3.21,47.07,1.07,150.84,1.07,3.21,0,0,0,0,1.07,0,0,1.07,0,4.28,0,13.91,147.63,4.28,51.35,0,0,6.42,73.82,28.88,5.35,5.35,0,50.28,0,0,10.7,0,0,8.56,0,0,1.07
21Day,5.35,34.8,0,373.45,2.68,29.45,0,22.76,0,8.03,8.03,0,0,5.35,12.05,127.16,1.34,5.35,58.9,14.72,137.87,0,0,25.43,37.48,26.77,10.71,2.68,0,45.51,16.06,0,16.06,2.68,1.34,4.02,0,0,69.6
3Month,0.32,39.99,3.2,133.1,0,0,1.28,5.76,0.96,47.03,32.95,0,0,19.84,58.87,7.68,11.84,4.16,34.87,21.76,27.52,4.48,0,8.32,5.44,0.64,16.96,1.28,0,1.28,2.56,4.8,0.64,0,0,0.64,27.52,1.28,72.95
22Month,0.55,59.59,12.03,55.76,0,0,2.73,6.01,1.64,16.4,38.27,6.01,0,60.13,54.67,20.77,19.13,0.55,5.47,36.08,32.8,0.55,2.19,10.93,0.55,0,19.68,2.19,1.09,1.64,1.64,8.2,0,0,0,0,4.37,0,55.21
