stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49.04,8.17,0,122.59,4.09,4.09,0,0,0,0,8.17,0,0,0,0,4.09,32.69,49.04,388.21,0,0,0,0,114.42,2390.55,0,0,44.95,0,0,0,0,0,0,0,0,0
72hpf,11.77,4.28,0,10.7,3.21,1.07,0,0,0,0,0,0,0,2.14,0,12.84,16.05,0,20.33,0,3.21,0,0,67.4,142.28,0,1.07,18.19,1.07,0,8.56,0,1.07,6.42,0,0,0
21Day,10.71,1.34,0,12.05,0,1.34,0,0,0,0,0,0,0,4.02,0,0,2.68,1.34,36.14,0,0,2.68,0,10.71,21.42,0,0,5.35,4.02,0,0,2.68,0,1.34,0,0,0
3Month,0.32,0.32,0.32,13.44,0,0,1.28,1.6,0.96,0,0,7.68,0,1.6,3.84,2.88,4.16,0.96,5.44,0,0,0.96,1.28,0.64,0,0.32,0.64,0.32,0.96,14.08,0,0,0,0,1.6,1.92,1.28
22Month,0,0,0,2.73,0,0,0,0,0,0.55,0,10.93,0.55,1.09,0.55,0,0,2.19,6.01,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55
