stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,4.09,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,6.42,2.14,17.12,0,0,0,0,0,0,0,0,12.84,0,5.35,194.7,2.14,7.49,0,2.14,0,0,17.12,10.7,0,0,0,8.56,0,0,2.14,0,0,0,0,0,0
21Day,6.69,0,57.56,32.12,1.34,68.27,0,21.42,0,2.68,1.34,0,18.74,2.68,115.11,32.12,4.02,57.56,36.14,13.39,0,0,2.68,0,22.76,6.69,0,0,0,17.4,4.02,0,5.35,4.02,0,8.03,0,0,117.79
3Month,2.56,6.4,74.55,139.82,0.32,0,5.12,1.6,0,446.01,33.91,0,1019.68,323.79,17.92,502,15.04,18.56,74.23,21.76,4.48,0.96,10.88,20.48,1.92,0.32,21.76,3.52,0,1.28,17.92,0.32,55.67,2.56,0.32,0,6.4,26.24,320.59
22Month,1.09,9.29,31.16,48.65,0,0,5.47,1.09,0.55,241.62,24.6,7.11,260.75,135.02,22.96,1069.8,3.28,0.55,45.92,15.85,0,14.76,15.31,2.19,2.73,0,15.85,2.19,6.01,0,4.92,0,36.63,1.64,1.09,0,0.55,0,206.64
