stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,2.14,0,4.28,0,0,0,0,1.07,0,0,0,1.07,0,0,9.63,0,8.56,0,0,0,0,2.14,4.28,1.07,0,0,12.84,0,0,0,0,0,0,0,0
21Day,1.34,0,0,5.35,0,0,0,0,0,0,1.34,0,2.68,0,0,5.35,0,6.69,0,0,0,0,1.34,0,0,0,0,2.68,0,0,0,1.34,1.34,0,0,1.34
3Month,0,6.4,1.6,16,0,3.52,0.32,4.48,3.84,0,255,3.84,0.96,8.96,0.96,13.44,3.2,14.08,4.16,1.92,1.92,2.24,0,0.32,0.96,0.32,0,0.32,4.8,9.28,0.64,0,0,3.52,3.84,6.72
22Month,0.55,12.57,2.73,8.75,0.55,1.09,0.55,1.09,6.01,15.31,416.55,2.19,2.73,9.84,0,4.37,9.29,15.31,0,24.05,1.64,0,0.55,0,0.55,1.09,1.64,0.55,0.55,0.55,0,0.55,0,1.64,0,2.19
