stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,13.91,0,10.7,0,0,0,0,0,0,0,0,0,5.35,239.63,0,7.49,0,1.07,0,0,46,5.35,2.14,0,0,2.14,0,0,0,1.07,0,0,0,0,0,0
21Day,2.68,0,4.02,87,13.39,6.69,0,0,0,0,0,10.71,2.68,4.02,46.85,5.35,108.42,5.35,6.69,0,2.68,2.68,1.34,21.42,4.02,1.34,0,0,4.02,6.69,0,2.68,2.68,0,1.34,0,0,0,4.02
3Month,0.32,1.6,10.56,230.36,1.92,0,3.2,2.24,74.87,13.76,0,608.86,131.5,1.28,613.66,18.56,30.72,14.08,13.44,3.52,1.28,35.19,32.95,12.16,0.32,24.64,1.28,0,0.32,16.64,0.64,72.63,0.96,0,0,0.64,5.12,22.08,11.52
22Month,1.09,4.92,31.71,75.98,0.55,0,4.37,1.64,55.21,36.63,2.73,985.07,47.01,7.11,708.46,6.01,8.2,55.76,20.23,1.09,8.2,25.69,6.01,9.84,0.55,24.6,3.28,1.09,0.55,3.28,0,111.52,2.19,2.73,0,0.55,0,0,12.03
