stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,4.09,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,6.42,0,0,0,0,0,0,0,0,0,0,51.35,10.7,0,1.07,0,4.28,1.07,18.19,2.14,3.21,0,0,0,0,2.14,0,0,0,2.14,0,0,0
21Day,1.34,0,28.11,22.76,21.42,1.34,0,0,8.03,0,0,2.68,0,0,12.05,5.35,41.49,0,9.37,0,0,0,10.71,4.02,1.34,0,1.34,0,1.34,2.68,1.34,0,1.34,1.34,0,0,0
3Month,1.28,3.2,104.3,159.65,8,0,3.2,0,368.9,13.12,0,71.35,11.84,0.32,1059.35,26.88,32.95,9.28,14.08,3.52,0.32,6.08,262.36,2.24,0.96,2.88,2.24,0,0.32,11.84,21.44,0.32,0,0.32,3.84,8,8
22Month,0.55,3.83,97.85,92.38,8.2,0,3.83,1.09,302.85,10.39,3.83,80.9,3.28,1.64,1087.84,8.2,33.89,3.28,8.2,1.09,4.37,2.73,22.41,2.19,0,6.56,4.37,0.55,0,1.09,9.29,0.55,0,0,0.55,0,2.19
