stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,4.09,0,0,0,0,0,0,0,0,4.09,4.09,0,4.09,0,0,12.26,24.52,24.52,0,0,0,0,36.78,212.49,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,6.42,5.35,1.07,7.49,0,1.07,0,0,0,0,0,0,0,0,0,1.07,8.56,0,19.26,0,1.07,0,1.07,90.93,52.42,1.07,0,0,5.35,0,0,10.7,1.07,2.14,4.28,0,0,0
21Day,5.35,0,34.8,0,24.09,0,8.03,0,0,0,0,0,2.68,2.68,0,1.34,2.68,2.68,2.68,24.09,0,0,2.68,1.34,34.8,24.09,0,2.68,0,14.72,1.34,0,0,0,5.35,0,0,0,6.69
3Month,0.32,3.84,16.32,0,0,0.96,0.32,0.64,1.28,10.56,0,0,34.87,4.48,2.56,6.72,3.2,5.44,8,8.64,0.96,0,3.52,1.28,0.32,0.32,1.28,0.32,0,0,1.28,19.84,0.32,0,0,0.32,4.8,23.04,8
22Month,0,2.19,3.83,0,0,0,0.55,0,1.64,14.21,4.92,0,38.81,4.92,4.92,6.56,0,1.64,8.75,3.28,0,0.55,0,0,0.55,0,0.55,1.09,1.09,0,0.55,8.75,1.09,0,0,0,0,0,2.73
