stage,Granulocyte,Keratinocyte,Mesenchymal_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell
24hpf,0,4.09,4.09,4.09,4.09,143.02
72hpf,0,0,1.07,0,2.14,2.14
21Day,1.34,0,1.34,0,0,5.35
