stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,28.6,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,1.07,0,0,0,0,0,0,1.07,0,2.14,0,3.21,62.05,79.16,4.28,3.21,0,17.12,0,0,0,0,2.14,1.07,0,0,0
21Day,6.69,0,0,9.37,0,5.35,0,1.34,0,0,0,0,0,24.09,2.68,1.34,4.02,4.02,6.69,0,17.4,20.08,69.6,6.69,0,0,28.11,1.34,0,0,0,17.4,0,0,0,91.02
3Month,0.32,2.88,0.32,13.44,0.32,0,2.24,0,1.6,1.6,0,18.88,5.12,4.8,5.44,18.56,5.12,12.48,52.79,5.76,15.04,157.1,17.28,0,2.24,0,0.32,3.2,2.88,0.64,0.32,0,0.96,1.6,2.88,316.43
22Month,0,2.19,0,6.01,0,0,0.55,0.55,0.55,3.28,0.55,30.61,2.19,0,1.64,2.19,2.19,6.01,48.65,1.09,9.84,2.73,11.48,0,3.28,0.55,0,2.19,0,1.64,3.28,0,0,0,0,43.19
