stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,20.43,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,20.43,0,0,0,0,8.17,81.73,0,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,5.35,3.21,5.35,5.35,0,0,0,0,0,0,0,0,0,0,4.28,17.12,1.07,22.47,0,1.07,2.14,0,141.21,53.49,0,0,0,24.61,0,0,5.35,0,1.07,0,0,0
21Day,6.69,1.34,21.42,0,9.37,0,1.34,0,0,0,2.68,0,1.34,1.34,5.35,2.68,1.34,21.42,0,0,0,0,18.74,16.06,1.34,0,0,8.03,0,6.69,2.68,1.34,0,0,0,1.34
3Month,0.64,0.64,17.6,0.64,0,0,0.32,2.88,4.48,0.32,27.52,4.16,0.64,5.12,1.6,6.4,3.84,8,2.56,0.32,2.24,0.64,2.24,0.32,2.56,0,0,1.28,0.96,46.07,0.96,0,0.32,3.2,59.19,1.6
22Month,0,6.56,11.48,0,0,1.09,0,4.92,11.48,5.47,144.32,6.56,2.73,6.56,0.55,4.92,8.75,8.75,0,2.19,1.64,0,1.09,0.55,3.28,1.09,0.55,1.09,1.09,7.11,0,0,0,0,0,1.64
