stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,12.26,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,40.86,0,0,0,0,44.95,588.44,4.09,0,8.17,0,0,0,0,0,4.09,0,0,0
72hpf,5.35,5.35,0,0,3.21,2.14,0,0,0,0,0,0,0,1.07,0,3.21,14.98,0,19.26,0,1.07,1.07,0,244.98,198.98,1.07,0,26.74,0,0,20.33,7.49,2.14,1.07,0,0,0
21Day,4.02,4.02,0,12.05,4.02,9.37,0,0,0,0,0,0,0,5.35,0,0,5.35,2.68,20.08,0,0,0,0,88.34,96.37,0,5.35,8.03,5.35,0,2.68,2.68,13.39,1.34,0,0,4.02
3Month,0,9.6,0,37.75,0.32,0,0.32,0.64,0,0.96,0,8.64,12.48,0.32,1.6,2.56,8,8,9.28,0.32,0,3.52,0.32,6.08,1.6,4.16,2.88,1.28,0,2.56,0.32,0.32,0,0.32,7.68,0.64,1.92
22Month,0,10.39,0.55,7.65,0,0,0,0,1.64,3.28,8.2,28.97,1.64,1.09,2.19,0.55,1.09,3.28,16.4,0.55,1.09,2.19,0,2.19,1.64,2.19,12.03,0,0.55,3.28,2.19,2.19,0,0,3.28,0,2.19
