stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,4.09,102.16,0,0,0,0,0,0,0,8.17,0,0,0,0,12.26,16.35,12.26,44.95,0,0,0,4.09,28.6,5655.58,4.09,0,0,0,0,0,0,8.17,0,0,0
72hpf,5.35,0,10.7,3.21,9.63,0,1.07,0,0,0,0,0,0,1.07,0,1.07,11.77,1.07,62.05,0,1.07,1.07,0,103.77,568.06,0,0,24.61,0,0,215.03,0,19.26,0,0,0
21Day,1.34,0,12.05,1.34,4.02,0,1.34,0,0,2.68,0,1.34,0,1.34,0,0,4.02,4.02,44.17,0,0,1.34,0,17.4,68.27,0,0,2.68,4.02,0,64.25,1.34,5.35,0,0,12.05
3Month,0,2.24,21.12,0.32,0,0.64,0.32,0.64,1.28,0,0,8.64,2.24,0.32,2.88,0.64,1.28,0.96,12.48,0.64,0,0.64,0.32,3.52,8.96,0.96,0.64,0,0.32,3.84,6.72,0,11.2,0.64,21.44,3.84
22Month,0,3.83,20.23,0.55,0,0,0.55,0.55,3.83,1.09,0,32.8,0.55,0,3.28,0.55,1.09,2.73,24.6,0,0,0.55,0,1.09,7.11,0,0.55,0,0,6.56,12.57,0,8.75,0,0,7.11
