stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,4.09,28.6,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,119.82,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,4.28,1.07,5.35,0,0,0,0,4.28,3.21,0,0,3.21,0,0,0,0,0,0,0,0
21Day,0,8.03,0,0,1.34,0,0,0,0,0,0,0,0,0,0,1.34,0,1.34,16.06,0,0,1.34,0,1.34,5.35,0,1.34,2.68,0,0,1.34,4.02,5.35,32.12,0,0
3Month,2.56,138.22,2.56,45.11,0,2.88,1.28,0.32,9.6,15.36,0.64,39.67,16.96,1.28,32.63,6.4,19.52,17.6,28.16,3.52,0,5.44,7.68,3.52,1.28,3.2,2.88,0.32,12.8,91.51,2.56,0,0.96,4391.62,60.79,16.96
22Month,0,102.22,0,3.28,0,0.55,1.64,1.09,0,9.29,2.19,35.53,0.55,0,5.47,0.55,1.09,6.01,12.03,0.55,3.83,1.09,0,0.55,0,1.64,0.55,0,0.55,8.75,0.55,0,0,840.75,0,0.55
