stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,3.21,1.07,0,0,0,0,0,1.07,2.14,0,0,0,0,0,0,0,0,1.07,0,0,0
21Day,1.34,0,0,1.34,4.02,0,0,0,0,0,2.68,0,0,0,1.34,1.34,1.34,6.69,0,0,1.34,1.34,0,0,0,0,6.69,0,0,1.34,0,0,0,0,0
3Month,0,1.28,2.56,12.48,0,0.96,0.32,5.44,1.92,0,35.19,3.2,0.32,115.18,0.96,4.48,0.96,7.04,1.92,0.32,2.88,7.68,0.32,0,3.52,0,0.96,0.64,8.32,0.32,0,0,1.6,5.76,1.92
22Month,0,1.09,5.47,9.29,0,0.55,0,11.48,1.09,6.01,91.29,1.64,1.64,105.5,0,1.09,4.37,9.84,0,2.73,2.73,0.55,0.55,1.64,6.56,0.55,0,0,1.64,0.55,0.55,0,0,0,1.09
