stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,32.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,1.07,0,0,14.98,0,0,0,0,1.07,1.07,0,0,0
21Day,8.03,0,0,12.05,136.53,12.05,0,0,0,0,0,2.68,0,5.35,0,0,5.35,0,125.82,0,0,81.65,1.34,22.76,9.37,0,0,227.55,17.4,0,1.34,0,13.39,1.34,0,0,0
3Month,0.32,2.56,0.32,27.84,118.7,0,0.64,0.96,2.24,37.11,0,24.32,8.32,0,9.6,1.92,46.71,7.68,520.24,11.52,0,68.15,0.32,1.92,5.12,1.92,1.28,117.42,2.56,11.84,1.92,0,0,147.18,7.36,3.52,4.8
22Month,1.09,14.76,0.55,72.71,41.55,0,0.55,0,0.55,9.84,10.93,28.97,1.09,1.09,6.01,1.09,25.69,4.37,141.04,1.64,1.09,22.41,0,0,1.09,0.55,2.73,1.64,2.19,1.64,32.8,6.01,0,63.41,0,0,0
