stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,61.3,16.35,8.17,4.09,0,0,0,0,57.21,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,6.42,3.21,2.14,1.07,0,0,0,0,0,0,0,56.7,18.19,0,8.56,0,0,0,414.01,24.61,7.49,0,3.21,0,0,3.21,69.54,39.58,3.21,0,0,0
21Day,4.02,1.34,1.34,16.06,14.72,5.35,0,1.34,0,0,2.68,0,1.34,4.02,160.62,17.4,1.34,14.72,0,1.34,0,93.7,14.72,6.69,1.34,1.34,4.02,0,6.69,22.76,46.85,0,0,0,1.34
3Month,0,0.96,1.92,30.08,8.96,0,0.32,4.48,3.2,0,12.16,5.12,2.24,18.56,77.75,5.76,8.64,8.32,1.28,2.24,3.52,20.16,1.6,10.56,1.28,0.32,1.28,247,0.64,0.96,0,0,2.88,39.99,9.92
22Month,0,0.55,7.65,31.16,1.64,0,0,3.28,3.28,7.65,36.63,3.83,4.37,40.45,25.15,2.73,7.11,1.64,0,7.65,1.09,15.85,0.55,12.57,0,0,0.55,76.53,1.64,6.01,0,0,0.55,0,4.92
