stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,12.26,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,49.04,0,0,0,0,220.67,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,40.65,7.49,0,7.49,5.35,0,0,0,0,0,0,0,0,0,0,0,10.7,0,67.4,0,2.14,0,341.26,93.07,2.14,0,57.77,0,0,13.91,50.28,12.84,5.35,0,0,0
21Day,135.19,2.68,0,12.05,2.68,5.35,0,0,0,0,0,1.34,0,1.34,1.34,2.68,5.35,1.34,91.02,0,9.37,0,117.79,57.56,0,0,45.51,6.69,4.02,9.37,92.36,36.14,4.02,0,0,0
3Month,1.28,7.68,0.32,15.04,0.64,0,0.32,0.64,1.92,3.2,0.64,18.24,1.92,0,3.52,8,4.48,4.8,40.95,4.16,3.52,10.88,2.56,2.56,1.6,0.32,5.76,0.96,32.95,1.6,2.56,0,0.64,40.95,104.3,0.96
22Month,0,13.67,0,13.12,0,0,0,0,0,6.56,7.11,50.29,0.55,0.55,2.73,3.28,0.55,1.64,27.88,0.55,2.19,2.73,3.83,1.09,1.64,0,3.28,0,10.93,8.2,131.74,0,1.64,8.75,0,1.09
