stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,1.07,0,0,0,0,0,0,0,0,2.14,4.28,0,4.28,0,0,0,156.19,19.26,0,0,1.07,0,0,3.21,1.07,2.14,0,0
21Day,4.02,0,4.02,0,0,1.34,0,0,0,1.34,0,0,2.68,0,9.37,0,0,0,52.2,2.68,0,0,8.03,2.68,0,0,1.34,1.34,0,0
3Month,0,0,8.64,0.32,0.32,0.64,0,6.72,0.64,0,1.92,0.64,1.92,1.6,1.28,0,0.32,1.28,0.32,0.32,0.64,0.32,0,0.96,71.03,0,0,0,0.32,17.28
22Month,0,1.09,0,0,0,0,2.19,7.11,0,0,0.55,0,0,0.55,0,1.09,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0
