stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,12.26,20.43,4.09,28.6,0,0,0,0,4.09,93.99,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,27.81,4.28,0,4.28,0,9.63,0,0,0,0,0,1.07,0,1.07,0,22.47,26.74,0,8.56,0,4.28,0,1.07,102.7,32.09,0,1.07,14.98,3.21,0,6.42,0,0,3.21,0,0,0
21Day,32.12,0,0,25.43,1.34,29.45,37.48,0,1.34,0,0,4.02,0,9.37,6.69,12.05,16.06,4.02,25.43,0,0,5.35,1.34,41.49,13.39,0,0,13.39,5.35,1.34,8.03,2.68,4.02,2.68,0,0,4.02
3Month,1.28,2.56,1.28,38.39,0.64,0,0.96,0,2.88,3.2,0.32,70.07,4.48,1.28,29.12,12.8,15.04,7.68,11.2,2.88,0,1.92,4.48,1.92,0,1.92,1.28,0.64,1.28,33.27,0.32,0,0,0,2.56,18.24,5.12
22Month,0,2.73,3.83,18.04,0.55,0,1.64,0.55,2.73,3.28,12.03,165.09,2.19,7.65,28.43,6.01,3.83,12.57,12.57,1.09,3.28,1.09,0.55,1.09,0,3.28,2.19,0,0.55,9.84,2.73,2.19,0,0,0.55,0,3.28
