stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,20.43,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,167.54,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,7.49,65.26,2.14,0,0,0,0,0,0,0,0,1.07,24.61,0,3.21,0,0,0,0,79.16,38.51,4.28,0,5.35,0,0,8.56,0,1.07,0,0,0
21Day,1.34,0,0,14.72,66.93,0,0,0,0,0,0,0,5.35,1.34,0,18.74,0,1.34,0,0,1.34,0,42.83,8.03,2.68,5.35,5.35,0,0,2.68,1.34,6.69,0,0,2.68
3Month,0,1.28,1.92,212.13,38.71,0,0.64,0.96,2.56,0,18.88,7.68,0,11.2,11.52,7.04,6.08,4.48,1.28,0.96,2.56,7.04,59.83,0.64,5.76,3.2,0.32,1.92,13.12,1.28,0,2.24,2.24,495.6,6.08
22Month,0.55,1.64,1.64,104.96,7.11,0,0.55,3.28,12.57,1.09,33.89,5.47,2.19,20.23,2.19,6.01,13.12,4.37,0,0.55,2.73,1.64,21.87,0,4.37,1.09,0.55,1.09,16.95,2.19,0,0,0,1.64,2.19
