stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,24.52,0,0,0,0,4.09,0,4.09,4.09,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,4.28,0,0,0,0,0,0,0,0,0,0,0,1.07,5.35,0,1.07,0,0,0,0,23.54,2.14,3.21,1.07,0,1.07,8.56,0,2.14,3.21,1.07,1.07,0,0,0
21Day,0,9.37,1.34,37.48,0,6.69,0,4.02,2.68,0,0,8.03,0,1.34,0,1.34,9.37,2.68,20.08,0,1.34,8.03,0,103.07,5.35,13.39,0,0,6.69,157.95,1.34,1.34,16.06,22.76,1.34,0,0,0
3Month,0.32,11.52,2.88,45.43,0.32,0,0.32,82.87,1.92,0,0,31.04,4.16,0.32,4.16,7.36,3.2,1.92,5.12,1.28,0,5.44,0.96,1.28,0,11.84,0,0,0,26.88,12.16,1.92,0.32,0,0.64,0.32,109.42,2.24
22Month,0,9.84,7.65,30.07,0.55,0,0.55,41,0,4.37,0,136.12,3.83,1.09,4.37,3.83,0,2.19,9.29,0,1.09,3.28,0,0,0.55,14.76,0,1.09,0.55,6.01,5.47,3.83,5.47,0,0,0,0.55,1.64
