stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,5.35,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,4.28,2.14,0,0,1.07,0,0,0,0,0,0,0,0
21Day,16.06,1.34,1.34,1872.61,48.19,0,5.35,1.34,0,0,4.02,1.34,1.34,2.68,2.68,33.46,18.74,34.8,0,2.68,0,44.17,12.05,0,0,5.35,44.17,0,1.34,4.02,0,0,0,4.02
3Month,0.32,2.56,2.56,1179.97,0,4.48,0.32,3.84,12.48,0.32,25.28,13.44,0.96,9.92,1.6,25.6,8.96,7.68,0.32,0.64,1.28,1.28,0,0.32,0.32,0,8.96,2.88,0,0,0.32,2.56,24.32,8.96
22Month,0,0,0,39.36,0,0.55,0,0,1.09,0,4.92,1.09,0,0.55,0,1.64,4.37,0.55,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0.55
