stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,249.27,0,4.09,0,0,0,0,0,0,0,0,4.09,0,4.09,57.21,0,0,0,0,12.26,106.25,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,60.98,2.14,143.35,0,0,0,0,0,0,0,0,2.14,106.98,0,14.98,0,0,2.14,0,21.4,11.77,1.07,0,0,13.91,0,0,2.14,2.14,0,0,0
21Day,4.02,0,0,133.85,8.03,178.02,0,13.39,0,0,0,0,0,2.68,5.35,41.49,0,16.06,0,0,1.34,0,33.46,8.03,0,2.68,0,6.69,4.02,0,2.68,1.34,0,0,0
3Month,0.96,1.28,0.64,55.99,0.32,0,0.64,0,0.96,1.92,5.76,1.6,0,3.2,0.64,76.15,6.08,20.16,4.48,0,2.56,0.64,8.32,0.64,2.24,4.16,0,0,0.64,20.16,0.64,0.32,2.24,126.7,1.92
22Month,0,1.64,0,15.31,0,0,0,0.55,0,1.09,12.03,0.55,0.55,1.09,1.09,8.75,2.19,7.11,0.55,1.09,2.19,0.55,1.64,0,0.55,9.29,0.55,0,0,2.19,1.09,0,0,0,1.09
