stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,56.7,0,0,1.07,0,5.35,0,0,35.3,3.21,0,0,0,2.14,0,0,1.07,0,0,0,0,0
21Day,0,0,13.39,8.03,1.34,0,0,0,10.71,0,0,9.37,0,0,20.08,0,0,0,2.68,0,0,2.68,0,2.68,1.34,0,0,0,0,0,0,0,0,0,0,0,1.34
3Month,1.28,5.12,211.17,376.58,0,12.48,0.32,0.64,1156.3,20.16,0,278.36,29.12,0.64,2149.42,7.36,14.72,14.72,25.28,8,0,10.88,103.98,4.8,0.32,35.51,1.28,0,0,14.08,11.2,2.24,0.32,0.64,3.84,12.48,22.08
22Month,3.28,4.92,283.17,154.16,0,2.19,1.09,0,774.61,25.69,16.95,669.11,7.11,0.55,3429.71,2.19,2.19,21.87,18.59,0.55,14.21,3.83,7.65,1.09,0,22.96,2.73,4.37,0.55,2.73,0.55,1.64,1.09,0,0.55,0,7.11
