stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,8.17,0,0,0,4.09,0,0,0,984.82,12.26,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,1.07,0,1.07,0,0,31.02,0,0,0,0,0,0,2.14,13.91,1.07,0,0,0,0,0,2.14,0,0,0,1.07,0,0,0,1.07,0,0,0,0
21Day,0,0,0,34.8,0,14.72,0,1.34,0,0,124.48,0,0,25.43,5.35,0,0,9.37,56.22,4.02,0,0,0,0,6.69,2.68,0,1.34,0,1.34,0,0,0,0,1.34,0,0,4.02
3Month,3.52,13.76,3.2,163.81,0.32,0,13.76,0.64,0.32,19.2,2595.75,0,120.3,3115.67,26.56,48.95,19.84,23.04,483.44,41.59,8.64,0,14.72,15.36,3.52,0.32,4.8,2.56,0,17.92,33.59,10.24,20.8,2.56,0.64,23.36,31.67,51.83
22Month,4.92,15.31,3.83,69.97,0,0,51.93,3.83,0,7.65,5653.5,6.56,133.93,1076.36,70.52,24.05,2.73,5.47,730.88,30.07,1.09,2.73,4.37,0.55,3.28,0.55,3.83,7.11,4.92,16.95,3.83,0,4.37,8.2,3.83,3.28,0,59.59
