stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,7.49,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,0,0,0,0,1.07,8.56,1.07,0,0,0,0,0,0,0,5.35,0,0,0,0
21Day,0,0,0,14.72,0,0,0,0,0,0,0,0,0,0,2.68,4.02,0,1.34,0,0,0,1.34,0,2.68,0,0,0,0,0,0,0,8.03,0,0,0,0
3Month,0.32,1.92,1.6,302.03,2.24,0.64,0.32,4.16,8.64,0,57.91,10.88,0.96,18.88,15.68,7.68,9.92,6.4,1.92,0.64,3.52,12.8,1.6,0,2.24,2.88,0,1.6,8.32,20.48,1.28,0.64,1.28,1.6,1838.43,7.04
22Month,0,0.55,0,177.12,0,0,0,1.09,3.28,1.09,87.46,1.64,1.09,5.47,3.83,1.09,3.28,4.92,0,1.09,1.09,1.64,0.55,0.55,1.09,0.55,5.47,0,0,11.48,0.55,37.72,1.09,0,9.29,1.09
