stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,187.97,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,14.98,0,0,0,0,0,1.07,3.21,28.88,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.34,0,2.68,0,0,0,45.51,0,1.34,0,2.68,1.34,1.34,1.34,38.82,0,0,0,0,0,2.68,1.34,0,0,0,0,5.35,0,0,0,0,0,1.34
3Month,0.64,1.6,0,7.36,0,0,1.6,0.32,1.6,430.97,0,15.04,26.88,0.64,5.12,0.32,2.88,113.26,4.16,0.32,0.32,0.96,1.6,0.32,0,0.64,0,0,0,6.4,7.68,0,0.32,1.6,4.48,3.2
22Month,0.55,7.11,8.75,6.56,0.55,0,16.4,1.09,3.28,1605.52,3.28,543.92,11.48,3.28,209.92,1.64,2.19,377.19,6.56,0,29.52,0.55,0,1.09,0.55,0.55,2.19,1.64,1.09,0.55,3.83,1.09,2.19,0.55,0,3.28
