stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,12.26,12.26,24.52,0,0,0,0,16.35,363.69,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,2.14,0,12.84,1.07,6.42,1.07,0,0,0,0,0,0,1.07,0,5.35,20.33,0,34.23,0,1.07,1.07,0,201.12,84.51,0,1.07,0,23.54,1.07,0,6.42,5.35,3.21,1.07,0,0,0
21Day,6.69,4.02,0,56.22,5.35,9.37,2.68,0,0,1.34,0,1.34,0,8.03,1.34,1.34,14.72,1.34,52.2,1.34,0,5.35,0,62.91,41.49,0,1.34,0,25.43,5.35,0,2.68,1.34,2.68,4.02,0,0,6.69
3Month,0.32,0.96,0,17.92,0,0,0.32,0.32,0,2.56,0,12.48,2.88,0.96,1.6,0.96,1.6,1.92,4.8,0.32,0,0.32,0.64,0.64,0,1.6,0,0,0,0.64,9.28,0.64,0.32,0,0.32,1.6,0.96,3.84
22Month,0,5.47,1.09,10.39,0,0,1.09,0,0.55,4.37,1.09,34.44,2.19,4.37,4.37,1.64,2.19,7.11,10.39,1.09,2.19,1.64,0.55,1.09,0,1.09,0.55,1.09,0,1.09,2.73,1.09,0.55,0,0,1.09,0,6.01
