stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,28.6,4.09,0,0,0,0,0,0,4.09,0,0,0,0,4.09,8.17,20.43,65.38,0,0,0,0,16.35,277.88,0,0,0,20.43,0,0,0,0,0,0,0,0,0
72hpf,12.84,8.56,0,20.33,4.28,0,0,1.07,0,0,0,0,0,0,0,0,17.12,59.91,3.21,43.86,0,0,0,1.07,21.4,72.75,0,0,0,40.65,0,0,0,18.19,0,2.14,0,0,0
21Day,8.03,5.35,4.02,95.04,1.34,34.8,0,10.71,0,1.34,0,0,2.68,4.02,18.74,2.68,2.68,41.49,14.72,81.65,0,0,5.35,0,16.06,30.79,1.34,0,0,38.82,4.02,0,0,10.71,2.68,2.68,0,0,9.37
3Month,0.96,9.28,0.96,82.87,0.96,0,1.92,1.28,5.44,29.44,0,0,42.23,51.83,4.48,40.95,9.6,34.87,27.52,47.99,7.36,0,9.28,8.32,6.08,0.96,4.48,0.64,0,1.28,2.24,0.32,23.36,1.28,0,0.32,13.12,3.84,24.64
22Month,1.09,27.33,8.75,56.31,0,0,3.28,2.19,5.47,59.04,31.71,0,150.33,48.11,8.75,73.25,2.73,20.23,41,38.27,0,4.37,4.37,0,6.56,0.55,6.56,1.64,0.55,3.83,0,0,2.19,12.57,0,1.09,5.47,0,13.67
