stage,Epithelial_cell,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Radial_glia
72hpf,0,2.14,3.21,11.77,1.07,1.07
21Day,1.34,0,1.34,8.03,0,0
