stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1099.24,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,8.17,0,0,0,0,0,40.86,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,6907.64,12.84,0,32.09,5.35,56.7,1.07,0,0,0,0,0,1.07,1.07,16.05,96.28,9.63,110.19,0,9.63,7.49,2.14,591.59,293.12,0,6.42,130.51,3.21,0,33.16,1.07,2.14,9.63,0,0,0
21Day,7802.31,40.16,21.42,384.16,8.03,310.54,52.2,0,18.74,0,99.05,9.37,133.85,70.94,28.11,214.17,81.65,613.05,0,0,72.28,2.68,653.2,291.8,16.06,25.43,187.39,143.22,0,62.91,21.42,116.45,14.72,0,0,87
3Month,189.73,0.96,0.32,8.96,0,0,0.32,2.88,3.2,0,7.36,2.24,0.32,3.52,0.96,2.24,4.48,7.04,3.84,0,1.28,0.96,0.64,0,0.64,0,0.64,1.6,9.28,0.32,0,0,0,0.64,1.6,0.32
22Month,1.09,1.09,0.55,3.83,0,0,0.55,1.09,3.28,1.64,41,1.09,1.09,2.73,0,0,3.28,2.73,0,0.55,0.55,0,3.28,0,2.19,0,0,0.55,54.67,0,0,0,0,0,0,1.64
