stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,40.86,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,5.35,0,0,0,0,0,1.07,0,0,0,1.07,0,5.35,74.89,4.28,1.07,0,0,0,0,13.91,11.77,1.07,0,0,6.42,0,0,0,0,0,0,0,0,0
21Day,5.35,1.34,2.68,133.85,1.34,9.37,0,5.35,0,12.05,1.34,6.69,2.68,53.54,13.39,9.37,70.94,56.22,8.03,0,0,9.37,0,12.05,5.35,1.34,1.34,0,4.02,8.03,0,6.69,0,2.68,0,0,0,44.17
3Month,0.96,4.8,21.76,333.07,0,0,2.88,3.2,72.31,112.3,0,101.74,118.06,14.4,534,13.44,87.67,129.26,14.4,2.88,0.32,24,10.88,3.2,0.32,5.76,0.64,0,1.28,7.68,0.32,45.11,0.64,0,0.32,9.6,10.56,132.78
22Month,0.55,23.51,30.07,129.56,0,0,3.83,3.83,24.6,329.63,116.98,255.83,142.13,38.81,575.63,10.93,14.76,133.93,60.13,1.09,14.21,16.95,0.55,2.19,0,6.56,1.09,1.09,0,2.73,0,12.57,1.64,0,0,2.19,0,59.59
