stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,4.09,98.07,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,3.21,0,1.07,0,0,0,0,0,0,0,0,5.35,1.07,1.07,27.81,0,0,0,56.7,12.84,0,1.07,11.77,0,0,1.07,0,1.07,0,0,0,0
21Day,5.35,2.68,2.68,16.06,0,4.02,4.02,0,0,0,0,1.34,2.68,0,5.35,6.69,2.68,36.14,0,0,6.69,37.48,6.69,1.34,1.34,17.4,5.35,0,0,4.02,16.06,0,0,0,5.35
3Month,0,1.6,0,9.6,0.32,0,0.96,0.32,8.32,0,4.48,4.16,0,4.16,3.2,0.96,6.72,2.24,0.96,0.32,3.52,0,0,0.32,0,0,0.64,7.04,0,0,0,0.32,2.56,2.56,6.4
22Month,0,3.83,0,2.19,0,0,0.55,0.55,15.85,0.55,26.24,2.19,0.55,3.28,1.09,0.55,6.56,6.56,0,1.64,0.55,0.55,0,0.55,0,0,0,2.19,0.55,0,0,0,0,0,0.55
