stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,8.17,0,40.86,4.09,0,0,4.09,0,0,36.78,0,8.17,0,0,0,0,8.17,20.43,1458.85,57.21,0,4.09,0,0,110.33,196.15,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,9.63,4.28,40.65,0,0,0,0,27.81,0,0,0,0,0,0,3.21,32.09,9.63,10.7,0,6.42,0,2.14,110.19,50.28,0,3.21,0,11.77,0,0,0,7.49,2.14,7.49,0,0,0
21Day,49.53,2.68,1.34,52.2,1.34,40.16,0,24.09,0,0,48.19,0,0,8.03,0,12.05,6.69,2.68,14.72,21.42,30.79,0,0,6.69,0,33.46,21.42,0,1.34,0,26.77,16.06,0,1.34,13.39,6.69,4.02,0,0,1.34
3Month,0.96,5.44,4.16,39.67,1.92,0,8.32,2.24,0.32,6.08,259.16,0.64,0,461.37,81.91,3.52,84.15,7.68,10.24,81.91,36.15,21.12,1.6,2.24,12.48,2.88,0.64,1.28,15.04,0,3.52,15.36,0.32,95.02,1.6,0,1.28,3.84,164.77,14.4
22Month,1.64,13.67,3.28,10.93,1.64,0,10.39,2.19,0,8.2,717.76,1.64,0,501.28,78.17,8.75,177.12,1.64,3.28,138.3,38.81,2.19,16.4,2.73,0.55,4.37,0,2.19,11.48,1.64,0.55,2.73,0,68.33,4.92,3.28,0,0.55,0,8.2
