stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,77.64,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,12.26,20.43,114.42,0,0,0,0,49.04,764.16,0,0,36.78,0,0,0,0,0,0,0,0,0
72hpf,25.67,7.49,0,21.4,9.63,5.35,0,1.07,0,2.14,0,0,0,0,4.28,0,8.56,34.23,1.07,53.49,0,4.28,3.21,1.07,381.92,224.66,0,2.14,49.21,0,1.07,32.09,2.14,1.07,4.28,0,0,0
21Day,28.11,10.71,2.68,88.34,4.02,49.53,0,37.48,0,4.02,0,0,8.03,5.35,32.12,8.03,6.69,38.82,14.72,115.11,0,0,12.05,0,168.66,111.1,2.68,6.69,29.45,10.71,2.68,13.39,5.35,10.71,8.03,1.34,0,14.72
3Month,1.28,10.88,1.92,89.91,0.96,0,1.6,3.84,9.6,9.92,0,0,103.02,6.4,5.76,44.47,5.76,27.2,24.32,46.07,5.12,0.32,5.76,12.48,5.44,3.84,3.52,2.24,1.28,6.08,68.79,0.32,0.32,0,1.28,14.4,6.72,21.76
22Month,0.55,12.57,5.47,38.27,0.55,0,0.55,3.28,6.56,32.25,38.81,0,235.06,9.84,16.95,51.93,3.28,8.75,36.63,37.17,0.55,3.28,7.65,1.09,3.28,1.64,4.37,6.56,0,1.09,17.49,7.11,4.92,0,0,3.28,0.55,16.4
