stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,204.32,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,207.54,0,5.35,32.09,2.14,0,0,0,0,0,0,0,0,1.07,0,3.21,4.28,0,3.21,0,0,0,39.58,32.09,0,0,2.14,0,0,2.14,1.07,0,0,0,0
21Day,2.68,46.85,0,4.02,16.06,0,0,0,0,0,0,0,0,0,1.34,0,0,2.68,0,1.34,1.34,0,0,20.08,21.42,0,0,0,0,2.68,1.34,0,1.34,0,0,1.34
3Month,0,95.98,0.32,13.44,6.72,0,0.96,0.32,0.32,1.6,0,0,10.88,2.88,0,2.88,8.64,6.72,2.24,1.28,0,0.32,16,3.84,4.16,0.64,0,0.32,1.92,47.67,1.92,0,0.96,2.24,8,7.68
22Month,0,155.25,0,6.56,4.37,0,0,0.55,0.55,2.19,1.64,0,36.63,2.19,1.09,3.28,2.19,2.73,3.28,2.19,1.64,0.55,0.55,1.09,1.09,2.19,13.67,1.64,0,41,3.83,0,0,0,0,3.28
