stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,8.17,0,0,0,0,4.09,44.95,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,4.28,0,0,0,0,0,0,0,1.07,0,0,1.07,1.07,0,0,14.98,0,25.67,1.07,0,13.91,23.54,0,0,0,18.19,0,0,1.07,0,1.07,0,0,0
21Day,12.05,1.34,0,10.71,8.03,0,1.34,0,0,0,0,62.91,0,1.34,0,0,6.69,0,41.49,0,0,1.34,0,10.71,9.37,0,0,0,29.45,5.35,2.68,5.35,0,1.34,0,0,2.68
3Month,0,4.48,17.92,41.27,0,8.96,0.64,0.32,12.48,14.72,0.32,3276.92,10.88,0.96,55.99,7.68,8.32,10.88,76.79,13.12,4.16,7.68,7.04,1.28,0.64,2.56,4.48,0,2.56,72.95,29.76,1.6,0.32,2.56,13.44,19.52,10.88
22Month,1.64,10.39,2.19,15.31,0,14.21,0,0.55,4.37,13.67,4.92,2799.42,5.47,3.28,10.93,0.55,1.64,12.57,148.14,3.83,85.82,3.83,0,2.19,0.55,1.09,2.73,2.19,1.64,0.55,9.29,1.09,0.55,1.09,1.09,0,4.92
