stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Hatching_gland,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Radial_glia,Retinal_pigment_epithelial_cell
24hpf,89.9,147.11,903.1,12.26,4.09,82267.5,8.17,53.12,187.97,138.94,429.07,339.17,4266.21,16.35,0,16.35
72hpf,6.42,0,233.21,0,2.14,71.68,0,2.14,9.63,1.07,3.21,37.44,14.98,6.42,3.21,0
